keyword,cluster_id,silhoutte_score,avg_cos_sim_to_centroid,cos_sim_to_centroid,centroid_ratio
meter,1,-0.09,0.60,0.64,0.95
method,39,-0.12,0.59,0.66,0.97
methodology,2,-0.19,0.47,0.51,1.00
metric,12,-0.11,0.59,0.51,0.94
metrology,31,-0.09,0.60,0.65,0.87
mev,13,-0.17,0.46,0.74,0.98
microelectronics,31,-0.09,0.60,0.74,0.80
micro-led,17,-0.09,0.62,0.58,0.93
microled,17,-0.09,0.62,0.65,0.91
micro-leds,1,-0.09,0.60,0.60,0.93
microprocessor,1,-0.09,0.60,0.64,0.97
microscopic,1,-0.09,0.60,0.56,0.91
microscopy,31,-0.09,0.60,0.76,0.82
microsecond,21,-0.12,0.48,0.59,0.93
microsoft-azure,17,-0.09,0.62,0.56,0.98
microsystems,31,-0.09,0.60,0.53,0.97
microwave,1,-0.09,0.60,0.57,0.98
milestone,32,-0.14,0.55,0.53,0.89
milestone-moment,32,-0.14,0.55,0.66,0.77
military,25,-0.14,0.54,0.67,0.91
military-navigation,27,-0.20,0.36,0.81,0.72
millimeter,1,-0.09,0.60,0.56,0.90
millimeter-scale,1,-0.09,0.60,0.67,0.96
million,38,-0.21,0.45,0.52,0.90
min,13,-0.17,0.46,0.58,0.93
mind,20,-0.13,0.57,0.55,0.94
mined-diamond,21,-0.12,0.48,0.51,0.97
mini,0,-0.16,0.50,0.75,0.83
miniature,0,-0.16,0.50,0.59,0.94
miniaturization,31,-0.09,0.60,0.61,0.92
minimal,35,-0.17,0.50,0.63,0.91
minimize,29,-0.02,0.69,0.58,0.97
mirnas,7,-0.11,0.60,0.67,0.90
mirror-surface,1,-0.09,0.60,0.64,0.90
missile,1,-0.09,0.60,0.50,0.99
mission-critical,33,-0.11,0.59,0.62,0.87
mit,26,-0.14,0.54,0.78,0.81
mitigate,29,-0.02,0.69,0.62,0.94
mit-researcher,26,-0.14,0.54,0.59,0.90
mixed-precision,9,0.29,0.27,0.57,0.86
ml,13,-0.17,0.46,0.70,0.89
mm,13,-0.17,0.46,0.72,0.80
mmu,13,-0.17,0.46,0.52,0.94
mobile,33,-0.11,0.59,0.58,1.00
mobile-carrier,36,-0.20,0.39,0.58,0.88
mobility,3,-0.14,0.55,0.64,0.86
mod,13,-0.17,0.46,0.50,0.92
modality,6,-0.17,0.45,0.51,0.97
mode,39,-0.12,0.59,0.65,0.92
model,39,-0.12,0.59,0.59,0.99
model-based,31,-0.09,0.60,0.56,0.96
modeling,31,-0.09,0.60,0.62,0.92
model-simulation,21,-0.12,0.48,0.52,0.98
modern,33,-0.11,0.59,0.72,0.82
modern-science,6,-0.17,0.45,0.53,0.93
modified-version,21,-0.12,0.48,0.50,0.97
modular,33,-0.11,0.59,0.82,0.72
molecular,31,-0.09,0.60,0.73,0.82
molecular-physics,31,-0.09,0.60,0.53,0.99
molecular-simulation,6,-0.17,0.45,0.61,0.89
molecular-structure,12,-0.11,0.59,0.60,0.99
molecule,7,-0.11,0.60,0.77,0.85
moment,20,-0.13,0.57,0.63,0.84
momentum,4,-0.20,0.45,0.61,0.88
money,20,-0.13,0.57,0.54,0.90
monitor,22,-0.06,0.66,0.68,0.86
monitored,35,-0.17,0.50,0.52,0.92
mono,13,-0.17,0.46,0.60,0.97
montage,15,-0.19,0.47,0.63,0.85
monte-carlo,15,-0.19,0.47,0.51,0.92
month,38,-0.21,0.45,0.56,0.88
moon,15,-0.19,0.47,0.55,0.96
moore,14,-0.03,0.68,0.73,0.83
morning,15,-0.19,0.47,0.53,0.93
motion,28,-0.14,0.56,0.62,0.88
motor,1,-0.09,0.60,0.61,0.93
mouse,39,-0.12,0.59,0.58,0.98
move,10,-0.06,0.66,0.68,0.95
mps,28,-0.14,0.56,0.66,0.86
ms,26,-0.14,0.54,0.58,0.94
msc,26,-0.14,0.54,0.57,0.95
multidisciplinary,6,-0.17,0.45,0.57,0.99
multi-functional,33,-0.11,0.59,0.70,0.85
multilayer,1,-0.09,0.60,0.58,0.90
multimodal,6,-0.17,0.45,0.53,0.96
multimode,1,-0.09,0.60,0.55,0.97
multiplexing,12,-0.11,0.59,0.67,0.90
museum,15,-0.19,0.47,0.58,0.89
mutation,7,-0.11,0.60,0.84,0.67
mystery,5,-0.21,0.34,0.52,0.97
nacl,13,-0.17,0.46,0.55,0.93
nad,13,-0.17,0.46,0.58,0.85
nails,0,-0.16,0.50,0.53,0.92
nano,6,-0.17,0.45,0.51,0.97
nanocavities,9,0.29,0.27,0.53,0.65
nanoclusters,1,-0.09,0.60,0.65,0.95
nanocomposite,1,-0.09,0.60,0.71,0.85
nanocomposites,1,-0.09,0.60,0.63,0.90
nanocrystals,1,-0.09,0.60,0.76,0.79
nanodiamonds,1,-0.09,0.60,0.69,0.82
nanofabrication,31,-0.09,0.60,0.73,0.82
nanomaterial,1,-0.09,0.60,0.67,0.87
nanometer,17,-0.09,0.62,0.62,0.92
nanometre,1,-0.09,0.60,0.55,0.99
nanoparticle,1,-0.09,0.60,0.74,0.83
nanophotonic,9,0.29,0.27,0.53,0.59
nanorods,1,-0.09,0.60,0.71,0.88
nanoscale,1,-0.09,0.60,0.68,0.94
nanosecond,21,-0.12,0.48,0.52,0.93
nanostructure,1,-0.09,0.60,0.76,0.85
nanostructures,1,-0.09,0.60,0.77,0.84
nanotechnology,31,-0.09,0.60,0.80,0.78
nanotube,1,-0.09,0.60,0.74,0.82
nanowires,1,-0.09,0.60,0.74,0.81
nanozymes,13,-0.17,0.46,0.52,0.97
nation,20,-0.13,0.57,0.54,0.95
national-priority,32,-0.14,0.55,0.59,0.83
national-security,25,-0.14,0.54,0.67,0.85
nations,25,-0.14,0.54,0.55,0.88
native,15,-0.19,0.47,0.56,0.94
natively,39,-0.12,0.59,0.65,0.97
natural,33,-0.11,0.59,0.60,0.94
natural-fit,32,-0.14,0.55,0.62,0.95
natural-language,39,-0.12,0.59,0.58,0.93
navigation,39,-0.12,0.59,0.53,0.99
near-term,4,-0.20,0.45,0.63,0.82
necessary,37,-0.15,0.56,0.70,0.81
need,37,-0.15,0.56,0.52,0.98
needed,37,-0.15,0.56,0.65,0.85
neon,0,-0.16,0.50,0.70,0.80
neo-quantum-processor,9,0.29,0.27,0.53,1.00
network,39,-0.12,0.59,0.65,0.91
network-connection,39,-0.12,0.59,0.65,0.85
networked,33,-0.11,0.59,0.61,0.91
networking,3,-0.14,0.55,0.57,0.93
network-structure,12,-0.11,0.59,0.70,0.84
neural,31,-0.09,0.60,0.60,0.95
neural-activity,12,-0.11,0.59,0.66,0.93
neurobiology,31,-0.09,0.60,0.58,0.95
neuroevolution,9,0.29,0.27,0.59,0.51
neurology,31,-0.09,0.60,0.54,0.94
neuron,1,-0.09,0.60,0.68,0.98
neutralize,11,-0.10,0.60,0.60,0.95
newcomer,15,-0.19,0.47,0.52,0.96
next-frontier,32,-0.14,0.55,0.64,0.87
next-gen,17,-0.09,0.62,0.64,0.93
next-generation,6,-0.17,0.45,0.61,0.99
next-generation-computing,6,-0.17,0.45,0.56,0.94
next-generation-supercomputer,9,0.29,0.27,0.52,0.84
next-important-step,32,-0.14,0.55,0.61,0.83
next-layer,1,-0.09,0.60,0.51,0.97
next-step,32,-0.14,0.55,0.66,0.84
nibble,19,-0.16,0.53,0.56,0.97
night,15,-0.19,0.47,0.59,0.97
nisq,9,0.29,0.27,0.52,0.73
nitrogen,1,-0.09,0.60,0.68,0.90
nlp,31,-0.09,0.60,0.66,0.96
nm,13,-0.17,0.46,0.73,0.96
nmr,13,-0.17,0.46,0.67,0.88
nmr-spectroscopy,13,-0.17,0.46,0.61,1.00
node,39,-0.12,0.59,0.75,0.84
nodes,39,-0.12,0.59,0.69,0.90
noise,1,-0.09,0.60,0.55,0.98
non-hermitian,9,0.29,0.27,0.50,0.64
nonlinear,12,-0.11,0.59,0.72,0.91
nonlinearity,12,-0.11,0.59,0.83,0.72
non-linear-optics,9,0.29,0.27,0.51,0.60
nonlinear-optics,31,-0.09,0.60,0.67,0.90
non-toxic,33,-0.11,0.59,0.51,0.99
not,20,-0.13,0.57,0.57,0.92
nothing,20,-0.13,0.57,0.60,0.85
notice,2,-0.19,0.47,0.62,0.90
notify,22,-0.06,0.66,0.62,0.94
novel,7,-0.11,0.60,0.54,0.98
novel-application,21,-0.12,0.48,0.53,0.97
novel-quantum,9,0.29,0.27,0.55,0.66
ns,13,-0.17,0.46,0.61,0.83
nsga-ii,9,0.29,0.27,0.58,0.92
nuclear-physicist,26,-0.14,0.54,0.64,0.80
nuclear-physics,31,-0.09,0.60,0.72,0.81
nuclear-science,31,-0.09,0.60,0.62,0.93
nuclear-spin,9,0.29,0.27,0.55,1.00
nuclear-submarine,36,-0.20,0.39,0.52,0.96
numerical,12,-0.11,0.59,0.59,0.96
numerous-application,23,-0.05,0.57,1.00,0.08
nurture,29,-0.02,0.69,0.70,0.80
nus,26,-0.14,0.54,0.62,0.84
nust-misis,26,-0.14,0.54,0.54,0.90
nvidia-a100-tensor-core-gpus,17,-0.09,0.62,0.64,0.89
o,13,-0.17,0.46,0.52,0.90
object,11,-0.10,0.60,0.53,0.99
objective,18,-0.21,0.38,0.51,0.99
obscure,30,-0.16,0.48,0.58,0.96
observable,35,-0.17,0.50,0.71,0.80
observation,7,-0.11,0.60,0.53,1.00
observe,11,-0.10,0.60,0.71,0.88
observed,35,-0.17,0.50,0.56,0.90
obtain,22,-0.06,0.66,0.70,0.87
obviously,8,-0.17,0.51,0.54,0.92
occupy,30,-0.16,0.48,0.52,0.99
occur,11,-0.10,0.60,0.58,0.93
ocean,1,-0.09,0.60,0.53,0.95
oems,3,-0.14,0.55,0.56,0.95
offer,22,-0.06,0.66,0.68,0.94
office,28,-0.14,0.56,0.64,0.86
official,28,-0.14,0.56,0.61,0.86
official-product,24,-0.18,0.46,0.53,0.94
often,20,-0.13,0.57,0.54,0.90
oktoberfest,15,-0.19,0.47,0.50,0.94
old,15,-0.19,0.47,0.55,0.97
oled,17,-0.09,0.62,0.72,0.86
oled-display,17,-0.09,0.62,0.67,0.89
one,20,-0.13,0.57,0.75,0.74
onerous,37,-0.15,0.56,0.61,0.87
online-audience,24,-0.18,0.46,0.51,0.90
only,20,-0.13,0.57,0.63,0.83
open-architecture,33,-0.11,0.59,0.64,0.94
open-banking,3,-0.14,0.55,0.56,0.99
open-source,33,-0.11,0.59,0.65,0.91
operate,22,-0.06,0.66,0.64,0.94
operations,3,-0.14,0.55,0.51,0.91
operator,39,-0.12,0.59,0.55,0.94
opt,10,-0.06,0.66,0.62,0.93
optic,1,-0.09,0.60,0.57,0.90
optical,31,-0.09,0.60,0.71,0.89
optical-cavity,1,-0.09,0.60,0.75,0.78
optical-communication,31,-0.09,0.60,0.64,0.93
optical-component,1,-0.09,0.60,0.66,0.84
optical-fibre,1,-0.09,0.60,0.55,0.96
optical-frequency-comb,9,0.29,0.27,0.51,0.94
optical-imaging,31,-0.09,0.60,0.69,0.90
optical-lattice,24,-0.18,0.46,0.64,0.93
optical-light,1,-0.09,0.60,0.59,0.93
optical-physics,31,-0.09,0.60,0.58,0.92
optical-quantum-computer,24,-0.18,0.46,0.53,1.00
optical-readout,9,0.29,0.27,0.52,0.70
optical-resonator,1,-0.09,0.60,0.64,0.95
optical-signal,1,-0.09,0.60,0.69,0.92
optical-system,1,-0.09,0.60,0.71,0.91
optical-technology,31,-0.09,0.60,0.56,0.99
optical-tweezers,1,-0.09,0.60,0.61,0.94
optic-network,36,-0.20,0.39,0.55,0.94
optics,31,-0.09,0.60,0.64,0.90
optimal,33,-0.11,0.59,0.62,0.98
optimisation,3,-0.14,0.55,0.61,0.99
optimistic,37,-0.15,0.56,0.51,0.97
optimization,3,-0.14,0.55,0.61,0.99
optimization-problem,12,-0.11,0.59,0.64,0.92
optimize,29,-0.02,0.69,0.75,0.85
optimized,33,-0.11,0.59,0.73,0.86
optimizer,39,-0.12,0.59,0.64,1.00
optimum,12,-0.11,0.59,0.57,0.92
optoelectronic,31,-0.09,0.60,0.59,0.90
orchestrate,29,-0.02,0.69,0.65,0.95
orchestration,6,-0.17,0.45,0.60,0.98
order,2,-0.19,0.47,0.58,0.98
organic,33,-0.11,0.59,0.56,0.89
organic-molecule,1,-0.09,0.60,0.61,0.91
organise,22,-0.06,0.66,0.67,0.91
organizational,3,-0.14,0.55,0.56,0.92
organize,22,-0.06,0.66,0.68,0.89
organizer,24,-0.18,0.46,0.55,0.95
oriented,33,-0.11,0.59,0.53,0.95
original,0,-0.16,0.50,0.59,0.92
originate,30,-0.16,0.48,0.51,0.98
ornl,26,-0.14,0.54,0.61,0.96
os,17,-0.09,0.62,0.75,0.84
oscillation-frequency,12,-0.11,0.59,0.72,0.89
oscillator,1,-0.09,0.60,0.51,0.97
outcome,18,-0.21,0.38,0.51,1.00
outdo,30,-0.16,0.48,0.56,0.92
outer,1,-0.09,0.60,0.56,0.90
outpost,15,-0.19,0.47,0.58,0.91
outsource,22,-0.06,0.66,0.63,0.95
overcome,11,-0.10,0.60,0.59,1.00
oversee,22,-0.06,0.66,0.62,0.92
overstate,11,-0.10,0.60,0.51,0.99
overwhelm,11,-0.10,0.60,0.65,0.95
owner,15,-0.19,0.47,0.53,0.95
oxidation,1,-0.09,0.60,0.70,0.96
oxidative-stress,7,-0.11,0.60,0.66,0.87
oxygen,1,-0.09,0.60,0.57,0.92
pace,4,-0.20,0.45,0.55,0.89
packaging,33,-0.11,0.59,0.51,0.99
pad,0,-0.16,0.50,0.55,0.97
painting,15,-0.19,0.47,0.50,1.00
pair,15,-0.19,0.47,0.62,0.91
pandemic,4,-0.20,0.45,0.53,0.98
panel,28,-0.14,0.56,0.71,0.82
panelist,26,-0.14,0.54,0.62,0.87
parallelization,12,-0.11,0.59,0.66,0.96
paramagnetic,1,-0.09,0.60,0.67,0.98
parameter,12,-0.11,0.59,0.77,0.84
parameter-estimation,12,-0.11,0.59,0.68,0.94
parameterization,12,-0.11,0.59,0.73,0.90
parameter-tuning,21,-0.12,0.48,0.52,1.00
participant,2,-0.19,0.47,0.55,0.96
participate,22,-0.06,0.66,0.63,0.91
particle,1,-0.09,0.60,0.85,0.84
particle-accelerator,1,-0.09,0.60,0.65,0.94
particle-physics,31,-0.09,0.60,0.77,0.81
particularly,4,-0.20,0.45,0.56,0.91
partnership,3,-0.14,0.55,0.53,0.92
party,28,-0.14,0.56,0.73,0.88
pass,10,-0.06,0.66,0.74,0.91
passage,28,-0.14,0.56,0.57,0.91
passionate,8,-0.17,0.51,0.69,0.84
passivation,1,-0.09,0.60,0.69,0.86
patented,33,-0.11,0.59,0.60,0.92
patent-pending,33,-0.11,0.59,0.55,0.98
patient,20,-0.13,0.57,0.56,0.99
pattern,12,-0.11,0.59,0.54,0.98
pave,29,-0.02,0.69,0.59,0.89
pay,10,-0.06,0.66,0.59,0.90
pc,17,-0.09,0.62,0.66,0.98
pcs,17,-0.09,0.62,0.66,0.90
peak,38,-0.21,0.45,0.56,0.91
peel,19,-0.16,0.53,0.56,0.91
people,20,-0.13,0.57,0.68,0.80
peptide,7,-0.11,0.60,0.73,0.86
perceive,11,-0.10,0.60,0.63,0.90
perceived,35,-0.17,0.50,0.56,0.97
perfect,8,-0.17,0.51,0.66,0.90
perform,22,-0.06,0.66,0.68,0.93
performance,12,-0.11,0.59,0.51,0.94
performant,33,-0.11,0.59,0.69,0.80
perhaps,20,-0.13,0.57,0.59,0.97
permutation,12,-0.11,0.59,0.62,0.96
peroxidase,13,-0.17,0.46,0.56,0.89
persecution,25,-0.14,0.54,0.57,0.88
person,20,-0.13,0.57,0.67,0.86
personal-computer,39,-0.12,0.59,0.62,0.91
personality,8,-0.17,0.51,0.54,0.93
personalized,33,-0.11,0.59,0.65,0.87
pertain,11,-0.10,0.60,0.55,0.98
perturb,30,-0.16,0.48,0.57,0.88
pet,0,-0.16,0.50,0.50,0.94
peter,14,-0.03,0.68,0.83,0.67
ph,26,-0.14,0.54,0.55,0.94
phantom,0,-0.16,0.50,0.61,0.89
pharma,31,-0.09,0.60,0.55,0.95
pharmaceutical,31,-0.09,0.60,0.58,0.97
pharmaceutical-chemistry,31,-0.09,0.60,0.50,0.96
pharmaceutics,31,-0.09,0.60,0.58,0.90
phase-noise,12,-0.11,0.59,0.71,0.87
phd,26,-0.14,0.54,0.72,0.89
phd-student,26,-0.14,0.54,0.81,0.74
phenomena,12,-0.11,0.59,0.53,0.97
phenomenology,6,-0.17,0.45,0.53,0.97
phenomenon,7,-0.11,0.60,0.59,0.89
phone,39,-0.12,0.59,0.56,0.98
phonon,1,-0.09,0.60,0.76,0.88
phosphor,1,-0.09,0.60,0.71,0.79
photocatalytic,1,-0.09,0.60,0.62,0.96
photocurrent,12,-0.11,0.59,0.73,0.95
photodetector,1,-0.09,0.60,0.77,0.82
photodetectors,1,-0.09,0.60,0.68,0.89
photon,1,-0.09,0.60,0.76,0.83
photon-absorption,9,0.29,0.27,0.52,0.90
photonic,31,-0.09,0.60,0.63,0.90
photonic-chip,1,-0.09,0.60,0.63,0.95
photonic-crystal,1,-0.09,0.60,0.73,0.91
photonic-quantum-computer,9,0.29,0.27,0.52,0.82
photonic-quantum-computing,9,0.29,0.27,0.52,0.89
photonics,31,-0.09,0.60,0.71,0.85
photon-source,9,0.29,0.27,0.53,0.91
photosynthetic,12,-0.11,0.59,0.59,0.98
physical-computer,21,-0.12,0.48,0.62,0.83
physical-layer,12,-0.11,0.59,0.60,1.00
physical-phenomena,12,-0.11,0.59,0.58,0.99
physical-qubits,21,-0.12,0.48,0.55,0.95
physicist,26,-0.14,0.54,0.80,0.75
physics,31,-0.09,0.60,0.70,0.86
pianist,15,-0.19,0.47,0.58,0.98
picture,15,-0.19,0.47,0.58,0.95
pigment,1,-0.09,0.60,0.69,0.84
pilot,15,-0.19,0.47,0.56,0.92
pinpoint,11,-0.10,0.60,0.60,0.92
pitch,19,-0.16,0.53,0.65,0.87
pivot,29,-0.02,0.69,0.63,0.94
pivotal,32,-0.14,0.55,0.66,0.85
pivotal-point,32,-0.14,0.55,0.65,0.79
pivotal-role,32,-0.14,0.55,0.65,0.84
pivotal-step,32,-0.14,0.55,0.75,0.70
pixel,17,-0.09,0.62,0.76,0.83
plaintiff,28,-0.14,0.56,0.52,0.98
plane,15,-0.19,0.47,0.61,0.93
planet,20,-0.13,0.57,0.51,0.95
planetary-exploration,6,-0.17,0.45,0.53,0.97
plasma,7,-0.11,0.60,0.62,0.98
plastics,1,-0.09,0.60,0.50,0.96
platform,39,-0.12,0.59,0.60,0.97
play,10,-0.06,0.66,0.75,0.82
playback,39,-0.12,0.59,0.54,0.96
player,20,-0.13,0.57,0.53,0.99
pleasure,8,-0.17,0.51,0.53,0.92
plenary,28,-0.14,0.56,0.56,0.91
point,20,-0.13,0.57,0.56,0.97
polar,1,-0.09,0.60,0.55,0.98
polarization,12,-0.11,0.59,0.53,0.93
police,28,-0.14,0.56,0.56,0.94
policy,28,-0.14,0.56,0.62,0.94
politecnico,26,-0.14,0.54,0.53,0.91
political,25,-0.14,0.54,0.58,0.88
pollution,25,-0.14,0.54,0.51,0.94
polymer,1,-0.09,0.60,0.73,0.84
polymer-film,1,-0.09,0.60,0.75,0.77
polynomial,12,-0.11,0.59,0.68,0.89
polynomial-time,21,-0.12,0.48,0.58,0.91
pop,19,-0.16,0.53,0.72,0.82
pose,11,-0.10,0.60,0.64,0.92
positive-step,32,-0.14,0.55,0.73,0.73
possess,11,-0.10,0.60,0.53,0.96
possible,37,-0.15,0.56,0.59,0.89
possibly,5,-0.21,0.34,0.53,0.98
postdoc,26,-0.14,0.54,0.74,0.78
post-quantum-cryptography,6,-0.17,0.45,0.63,0.90
potential,4,-0.20,0.45,0.57,0.98
potential-technology,6,-0.17,0.45,0.51,0.93
pour,19,-0.16,0.53,0.66,0.86
power,20,-0.13,0.57,0.54,0.91
power-consumption,12,-0.11,0.59,0.65,0.93
powerful,8,-0.17,0.51,0.65,0.96
powerful-computer,21,-0.12,0.48,0.61,0.98
powerful-quantum-computer,21,-0.12,0.48,0.51,0.94
practical,33,-0.11,0.59,0.69,0.89
practical-quantum-computer,9,0.29,0.27,0.52,0.91
precise,33,-0.11,0.59,0.66,0.90
precisely,12,-0.11,0.59,0.55,0.94
precision,12,-0.11,0.59,0.62,0.95
predict,11,-0.10,0.60,0.60,0.93
predictive-modeling,31,-0.09,0.60,0.58,0.99
premature,37,-0.15,0.56,0.51,0.94
premier,28,-0.14,0.56,0.62,0.89
premiere,15,-0.19,0.47,0.58,0.93
prepare,22,-0.06,0.66,0.66,0.90
prerequisite,32,-0.14,0.55,0.57,0.89
prescription,2,-0.19,0.47,0.53,0.92
present,11,-0.10,0.60,0.53,0.96
presentation,2,-0.19,0.47,0.57,0.92
presenter,15,-0.19,0.47,0.68,0.90
present-invention,1,-0.09,0.60,0.57,0.98
preserve,29,-0.02,0.69,0.67,0.89
president,28,-0.14,0.56,0.74,0.79
press,28,-0.14,0.56,0.59,0.94
prevent,11,-0.10,0.60,0.62,0.95
price,38,-0.21,0.45,0.57,0.89
primary-focus,32,-0.14,0.55,0.55,0.89
prime,0,-0.16,0.50,0.61,0.87
prime-factorization,9,0.29,0.27,0.58,0.87
primitive,35,-0.17,0.50,0.52,0.98
principal-investigator,26,-0.14,0.54,0.69,0.81
principle,18,-0.21,0.38,0.60,0.91
priori-knowledge,21,-0.12,0.48,0.61,0.93
prioritize,22,-0.06,0.66,0.75,0.96
priority,32,-0.14,0.55,0.53,0.95
privacy,25,-0.14,0.54,0.50,0.97
private-key,39,-0.12,0.59,0.58,0.90
probabilistic,18,-0.21,0.38,0.55,0.99
probe,28,-0.14,0.56,0.65,0.85
problem,20,-0.13,0.57,0.58,0.90
process,39,-0.12,0.59,0.54,0.99
processor,17,-0.09,0.62,0.77,0.92
processor-chip,17,-0.09,0.62,0.69,0.96
proclaim,30,-0.16,0.48,0.58,0.92
procure,22,-0.06,0.66,0.66,0.86
product,39,-0.12,0.59,0.65,0.90
production-line,17,-0.09,0.62,0.51,0.98
productive,8,-0.17,0.51,0.58,0.93
products,3,-0.14,0.55,0.55,0.96
prof,26,-0.14,0.54,0.70,0.75
professional-development,3,-0.14,0.55,0.58,0.88
professor,26,-0.14,0.54,0.82,0.79
profit,38,-0.21,0.45,0.50,0.88
profound,8,-0.17,0.51,0.56,0.94
prognosis,7,-0.11,0.60,0.56,0.95
programmable,33,-0.11,0.59,0.68,0.86
programmer,26,-0.14,0.54,0.57,0.94
programming,3,-0.14,0.55,0.58,0.94
programming-language,39,-0.12,0.59,0.57,0.96
progress,4,-0.20,0.45,0.52,0.96
progression,7,-0.11,0.60,0.55,1.00
prohibit,11,-0.10,0.60,0.56,0.94
project-director,26,-0.14,0.54,0.65,0.78
promising-future,32,-0.14,0.55,0.62,0.85
promising-path,32,-0.14,0.55,0.57,0.93
promote,29,-0.02,0.69,0.77,0.86
prone,37,-0.15,0.56,0.59,0.93
proof-of-concept,6,-0.17,0.45,0.64,0.90
proof-of-principle,6,-0.17,0.45,0.55,0.95
propagation,12,-0.11,0.59,0.62,0.95
propel,29,-0.02,0.69,0.76,0.75
proportional,35,-0.17,0.50,0.61,0.87
propose,22,-0.06,0.66,0.70,0.94
proposed,18,-0.21,0.38,0.55,0.97
proprietary,33,-0.11,0.59,0.63,0.89
prosper,29,-0.02,0.69,0.62,0.93
protect,22,-0.06,0.66,0.65,0.96
protective,37,-0.15,0.56,0.54,0.96
proteins,7,-0.11,0.60,0.69,0.90
proteomic,31,-0.09,0.60,0.56,0.99
prototype,17,-0.09,0.62,0.60,0.94
prove,11,-0.10,0.60,0.74,0.89
provide,22,-0.06,0.66,0.77,0.92
provider,39,-0.12,0.59,0.58,0.98
prudent,37,-0.15,0.56,0.58,0.87
psa,13,-0.17,0.46,0.51,0.90
pss,13,-0.17,0.46,0.60,0.87
public,28,-0.14,0.56,0.53,0.98
publicize,11,-0.10,0.60,0.60,0.96
public-key,39,-0.12,0.59,0.61,0.91
public-key-cryptography,6,-0.17,0.45,0.54,0.97
publish,22,-0.06,0.66,0.60,0.98
pulsed,1,-0.09,0.60,0.69,0.85
purchaser,2,-0.19,0.47,0.50,0.96
pursue,22,-0.06,0.66,0.71,0.96
put,10,-0.06,0.66,0.60,0.97
python,39,-0.12,0.59,0.58,0.98
q80t,0,-0.16,0.50,0.54,0.94
qaoa,9,0.29,0.27,0.59,0.83
q-box,0,-0.16,0.50,0.56,0.94
q-ctrl,6,-0.17,0.45,0.53,0.95
qd-oled,17,-0.09,0.62,0.62,1.00
qis,9,0.29,0.27,0.55,0.99
qiskit,6,-0.17,0.45,0.63,0.88
qkd,6,-0.17,0.45,0.61,0.97
qled,0,-0.16,0.50,0.56,0.96
qled-tv,0,-0.16,0.50,0.66,0.91
qled-tvs,0,-0.16,0.50,0.63,0.97
qm,13,-0.17,0.46,0.57,0.89
q-next,9,0.29,0.27,0.52,0.79
q-o-q,38,-0.21,0.45,0.50,0.90
qpu,9,0.29,0.27,0.55,0.75
qs,13,-0.17,0.46,0.51,0.90
qsim,9,0.29,0.27,0.50,0.59
q-t,13,-0.17,0.46,0.67,0.89
quadratic,12,-0.11,0.59,0.71,0.89
quality,3,-0.14,0.55,0.61,0.96
quantify,11,-0.10,0.60,0.57,0.96
quantity,12,-0.11,0.59,0.56,0.94
quantization,12,-0.11,0.59,0.71,0.85
quantum,31,-0.09,0.60,0.68,0.94
quantum-advantage,6,-0.17,0.45,0.56,0.99
quantum-algorithm,21,-0.12,0.48,0.71,0.87
quantum-annealer,21,-0.12,0.48,0.76,0.75
quantum-annealing,6,-0.17,0.45,0.52,0.98
quantum-based,6,-0.17,0.45,0.61,0.97
quantum-chemistry,31,-0.09,0.60,0.63,0.92
quantum-chip,21,-0.12,0.48,0.62,0.88
quantum-circuit,21,-0.12,0.48,0.74,0.84
quantum-coherence,1,-0.09,0.60,0.63,0.95
quantum-communication,31,-0.09,0.60,0.72,0.99
quantum-communication-network,9,0.29,0.27,0.51,0.77
quantum-communications,31,-0.09,0.60,0.67,0.96
quantum-computation,31,-0.09,0.60,0.64,0.94
quantum-computer,17,-0.09,0.62,0.65,0.96
quantum-computing,31,-0.09,0.60,0.75,0.89
quantum-computing-algorithms,9,0.29,0.27,0.55,0.90
quantum-computing-applications,6,-0.17,0.45,0.63,0.93
quantum-computing-system,21,-0.12,0.48,0.64,0.90
quantum-computing-technologies,6,-0.17,0.45,0.54,0.90
quantum-computing-technology,6,-0.17,0.45,0.59,0.93
quantum-confinement,9,0.29,0.27,0.55,0.86
quantum-control,6,-0.17,0.45,0.63,0.92
quantum-correlation,9,0.29,0.27,0.56,0.60
quantum-cryptography,6,-0.17,0.45,0.68,0.93
quantum-data,21,-0.12,0.48,0.56,0.98
quantum-device,21,-0.12,0.48,0.70,0.81
quantum-dot,1,-0.09,0.60,0.69,0.84
quantum-dots,1,-0.09,0.60,0.70,0.81
quantum-effect,21,-0.12,0.48,0.57,0.95
quantum-encryption,6,-0.17,0.45,0.57,0.96
quantum-engineering,6,-0.17,0.45,0.57,0.96
quantum-entanglement,1,-0.09,0.60,0.63,0.96
quantum-error-correction,6,-0.17,0.45,0.61,0.95
quantum-field-theory,6,-0.17,0.45,0.55,0.98
quantum-gate,9,0.29,0.27,0.60,0.64
quantum-hardware,6,-0.17,0.45,0.66,0.91
quantum-information,31,-0.09,0.60,0.63,0.92
quantum-information-processing,31,-0.09,0.60,0.74,0.92
quantum-information-science,31,-0.09,0.60,0.69,0.88
quantum-information-technology,9,0.29,0.27,0.54,0.85
quantum-internet,6,-0.17,0.45,0.64,0.96
quantum-key-distribution,9,0.29,0.27,0.66,0.99
quantum-leap,32,-0.14,0.55,0.64,0.86
quantum-light,9,0.29,0.27,0.62,0.73
quantum-machine,21,-0.12,0.48,0.73,0.77
