document,cluster_id,silhoutte_score,avg_cos_sim_to_centroid,cos_sim_to_centroid,centroid_ratio
"The greatest reduction of emissions was in the air travel sector, which was 57% lower in the second quarter",28,0.07,0.90,0.92,0.92
"September 2020, Vietnam Airlines will continue to increase flights to Da Nang, into four round-trip flights from Hanoi",35,0.08,0.88,0.93,0.81
British Airways is cutting more flights over the next three months as it adjusts to the continuing collapse in demand for air travel,29,0.04,0.84,0.91,0.98
BTS additionally is withholding the seasonally-adjusted numbers due to the unprecedented decline in air traffic,17,0.03,0.85,0.91,0.95
The biggest drop was in air transport,28,0.07,0.90,0.92,0.79
British Airways’ parent company said Thursday it will cut flights due to coronavirus travel restrictions and quarantine requirements and confirmed it,30,0.11,0.86,0.91,0.69
there are changes to flights coming home as airlines cut flights to reduce losses,16,0.01,0.90,0.90,0.86
flights to return to previous levels,33,0.07,0.88,0.98,0.59
Finnair reduces flights from its traffic programme and flies approximately 70-80 daily flights instead of the previously planned approximately two hundred flights,12,0.11,0.86,0.90,0.83
"EasyJet has said it will cut flights after the UK government announced more quarantine measures, which the airline said had frustrated customers",2,0.13,0.85,0.90,0.80
The airline says it will cut even more flights from its planned schedule from October to December,30,0.11,0.86,0.93,0.62
Air Serbia announced today that starting from October it will increase the number of flights on the Belgrade – New York route,2,0.13,0.85,0.93,0.88
The airline will increase its services to Lanzarote from 10 flights,35,0.08,0.88,0.96,0.55
a week and easyJet flights to Naples will increase from 14 a week,7,0.98,1.00,1.00,0.00
"The airline is also increasing flights to Milan by over 50%, from daily",35,0.08,0.88,0.97,0.56
Rising demand for lightweight aircraft in the aerospace industry is a key driver in fuel systems market growth,24,0.11,0.82,0.90,0.71
Airline boosts flights from UK to Algarve Holidays,35,0.08,0.88,0.92,0.74
"AeroVironment (AVAV:USD71.36) loses USD91 million in MCap, steepest heavyweight fall in Aerospace & defense sector",8,0.54,0.90,0.94,0.37
Airline boosts flights from UK to Algarve,35,0.08,0.88,0.95,0.59
InterGlobe Aviation (IndiGo) is aiming to gradually expand its flight operations,3,0.09,0.81,0.95,0.76
"Starting from Saturday, 19 September, Air Serbia, the national airline of the Republic of Serbia, will increase the number of Belgrade-Istanbul flights to seven a week",35,0.08,0.88,0.95,0.60
United Airlines (UAL) said Friday it plans to increase its flights to 40% of its full schedule in October from 34% in September,30,0.11,0.86,0.94,0.61
InterGlobe Aviation (IndiGo) is aiming to gradually expand its flight operations and reach the pre-COVID-19 full capacity by the end of 2020,3,0.09,0.81,0.92,0.60
Virgin Atlantic has anticipated that demand for air travel will not return to pre-pandemic levels until 2023,10,0.10,0.85,0.91,0.88
"around the world, the number of passengers and flights is gradually increasing at Istanbul Airport",35,0.08,0.88,0.91,0.93
"Since July, airlines have increased their routes and flights",35,0.08,0.88,0.95,0.63
Ryanair has cut flights,7,0.98,1.00,1.00,0.00
Ryanair reduced its flight capacity,12,0.11,0.86,0.95,0.89
allowing airline operators to increase flights,35,0.08,0.88,0.93,0.72
"chairman of the Board of Members at Vietnam Air Traffic Management Corporation (VATM), anticipates that the group's total flight management output for 2020 is only 436,000 flights, decreasing more than 537,000 flights compared to 2019",16,0.01,0.90,0.91,0.97
JetBlue Airways recently announced that it will increase the number of flights on the Steamboat- New York route,2,0.13,0.85,0.93,0.88
Airline boosts flights from UK to Algarve Jet2 axes,35,0.08,0.88,0.91,0.73
"Astronics (ATRO:USD9.05) loses USD19 million in MCap, steepest heavyweight fall in Aerospace & defense sector",8,0.54,0.90,0.94,0.37
Turkish Airlines increased flights to Istanbul from three to four per week,35,0.08,0.88,0.94,0.65
EgyptAir announced raising the number of its daily flights to Dubai,7,0.98,1.00,1.00,0.00
Cebu Pacific increased its number of flights between Dubai,7,0.98,1.00,1.00,0.00
Ryanair is reducing its flight capacity by almost 20 percent in September and October,12,0.11,0.86,0.95,0.89
"International flights at the airport in Trabzon Province slumped by 77 percent, amounting to 576 flights",35,0.08,0.88,0.91,0.91
Airline boosts flights from UK to Algarve [UPDATE]Holidays,35,0.08,0.88,0.92,0.74
Airline boosts flights from UK to Algarve [ANALYSIS]Holidays,35,0.08,0.88,0.92,0.74
air travel won't return to 2019 levels until 2024,10,0.10,0.85,0.95,0.87
demand for air travel would have returned,16,0.01,0.90,0.92,0.76
It also expects to reduce long-haul international flights to only 25% of levels recorded in 2019 levels,19,0.06,0.85,0.94,0.80
China has significantly cut international flights,22,0.36,0.89,0.90,0.55
"International flights at the airport in Adana Province slumped by 59 percent, amounting to 1,530 flights",35,0.08,0.88,0.91,0.91
air travel returned to 50% of normal rates by December,10,0.10,0.85,0.92,0.78
"Singapore Airlines and SilkAir have also increased flights in their passenger network in August,",35,0.08,0.88,0.91,0.93
international business travel didn't return to its previous volume for five years,10,0.10,0.85,0.93,0.86
Southern and Xiamen Airlines to increase their U.S. flights to a total of eight,35,0.08,0.88,0.93,0.71
The decline in air travel was more pronounced,28,0.07,0.90,0.91,0.96
"This will increase the airline's operations to 32 international routes, with 146 flights",35,0.08,0.88,0.95,0.57
"Air Canada, West Jet and Central Mountain Air have plans to increase the number of flights they operate in September",27,0.04,0.81,0.90,0.76
This significant drop in passenger travel is the same for many UK regional,28,0.07,0.90,0.94,0.75
THE United States and China have agreed to double the number of flights,27,0.04,0.81,0.94,0.75
The gradual increase in air traffic in Italy is in line with the rest of Europe,28,0.07,0.90,0.91,0.90
Airlines would reduce the number of flights by about 56 percent in 2020 and would consequently downsize their fleets,12,0.11,0.86,0.94,0.58
Cebu Pacific has increased its number of flights between Dubai,7,0.98,1.00,1.00,0.00
"International flights at the airport in Trabzon province slumped by 61 percent, amounting to 4,794 flights",35,0.08,0.88,0.91,0.91
Ryanair is cutting flight capacity for September and October,7,0.98,1.00,1.00,0.00
connecting the UK with important world centres are at risk unless passenger travel is increased,25,0.15,0.95,0.98,0.55
having on travel was reinforced yesterday as easyJet confirmed job cuts and Ryanair slashed the number of flights,38,-0.03,0.80,0.90,0.81
Ryanair will reduce its flight capacity for 20 per cent in September and October,12,0.11,0.86,0.95,0.89
Ryanair plans to reduce its flight capacity by 20% in September and October,12,0.11,0.86,0.95,0.89
Ryanair will cut its flight capacity,7,0.98,1.00,1.00,0.00
American Airlines will cut flights to some 30 cities starting September 30,7,0.98,1.00,1.00,0.00
"the US, and the number of flights between European countries was increasing",16,0.01,0.90,0.93,0.89
Demand for air travel has not returned,29,0.04,0.84,0.93,0.93
", two of the busiest airports in India are also gradually witnessing an increase in flights and are quickly",16,0.01,0.90,0.91,0.86
The pandemic continues to greatly impact the air cargo industry and businesses,0,0.08,0.86,0.93,0.61
"Meanwhile, domestic flights at Muscat International Airport fell by 43.6 per cent to 2,236",22,0.36,0.89,0.94,0.46
"Finnair will increase flights to Ivalo,",35,0.08,0.88,0.93,0.78
"There has been a drastic drop in air travel, orders for new equipment and terminal extensions",28,0.07,0.90,0.93,0.89
when international air travel had dropped by 95 per cent,16,0.01,0.90,0.93,0.89
"As per Air India Express, the flight was returning to Karipur airport from Dubai as part of the 'Vande Bharat' repatriation initiative",33,0.07,0.88,0.95,0.73
"From the start of August, the airline has been increasing its number of flights",35,0.08,0.88,0.97,0.56
"Starting March 16, airlines operating at Timisoara airport had to gradually reduce the number of scheduled flights until the complete suspension of flight operations on March 25",12,0.11,0.86,0.93,0.65
Aviation's adjusted loss was $20 million on $1.22 billion,28,0.07,0.90,0.90,0.78
"near future, according to the airport's administration, the daily number of flights will be increased",7,0.98,1.00,1.00,0.00
The low-cost airline said it will continue to boost flights throughout August after it flew 4.4 million customers in July,30,0.11,0.86,0.93,0.78
"Despite the rise in leisure travel demand, the charter operators are still nowhere near the number of flights that they were booking prior to the COVID period",4,0.09,0.86,0.92,0.77
The Shanghai Airport Authority and airlines have reduced flights operating in the city,12,0.11,0.86,0.96,0.62
EasyJet expands flights as demand picks up,3,0.09,0.81,0.92,0.69
there was a substantial reduction in both passenger demand and air traffic due to the COVID-19 pandemic and the ensuing widespread lockdowns,17,0.03,0.85,0.92,0.79
EasyJet is planning to increase flights from 30 per cent,7,0.98,1.00,1.00,0.00
"China-based airlines' to boost their number of flights between the two countries, Caixin Global reported",35,0.08,0.88,0.93,0.72
there was a 9% reduction in Flexonics and 13% reduction in Aerospace,28,0.07,0.90,0.90,0.79
This is due to increasing demand from the aviation industry,25,0.15,0.95,0.96,0.63
when demand for air travel will return to pre-COVID levels,29,0.04,0.84,0.93,0.85
The number of sold block hours in charter flights increased by 12% and freight was at similar levels as in 2019,16,0.01,0.90,0.91,0.92
United Airlines (UAL) said Friday it plans to increase flights in September and resume service for almost 30 international routes,30,0.11,0.86,0.95,0.57
on Tuesday air traffic will not return to pre-coronavirus levels until at least 2024,10,0.10,0.85,0.92,0.63
Global air traffic will not return to pre-coronavirus levels until at least 2024,10,0.10,0.85,0.92,0.63
The impact of COVID-19 on air travel will be even more far-reaching,17,0.03,0.85,0.92,0.83
Increasing adoption of In-flight Amusement (IFE) Systems is the factor driving the aviation IoT market,28,0.07,0.90,0.91,0.81
"International flights at the airport in Trabzon province slumped by 59 percent, amounting to 3,490 flights",35,0.08,0.88,0.91,0.91
"Around 3,460 citizens will be able to return by 14 charter flights next month",33,0.07,0.88,0.93,0.70
Tajikistan will increase the number of charter flights from Russia up to 14 flights per week,7,0.98,1.00,0.94,0.98
the air travel will not return to pre-COVID-19 levels until 2024,10,0.10,0.85,0.95,0.87
Local airlines have announced they would increase flights to support passengers,2,0.13,0.85,0.92,0.67
all airlines in the country to increase flights,35,0.08,0.88,0.97,0.56
Vietnam Airlines announced plans to increase flights and operate wide-body aircraft including the Airbus A350 and Boeing 787 to serve and support passengers,27,0.04,0.81,0.90,0.74
Representatives of Bamboo Airways also said the airline increased flights,30,0.11,0.86,0.96,0.58
Djebbari said the fall in air traffic,21,-0.01,0.82,0.91,0.70
Ural Airlines is increasing the number of flights from Moscow to Gelendzhik,35,0.08,0.88,0.95,0.64
Air travel fell last week compared with the week before,26,0.04,0.77,0.95,0.73
More airlines were due to increase the number of flights from Britain to the islands from Sunday,35,0.08,0.88,0.94,0.66
The airlines network will expand to more than 450 weekly flights to over 70 destinations by the end of July,3,0.09,0.81,0.90,0.80
"resuming their operations, Air India reduced their flight rates by upto 50 %",12,0.11,0.86,0.95,0.89
"Kazakhstan's SCAT airlines is increasing the number of flights from Russia,",35,0.08,0.88,0.95,0.63
The budget airline has recently cut flights between the UK and Republic of Ireland,35,0.08,0.88,0.94,0.61
"The news impacted airlines last week after Ryanair announced it would be cutting 1,000 flights from Ireland in August and September",2,0.13,0.85,0.96,0.85
"Ryanair announced it would cut ""up to 1,000 flights"" between Ireland and Britain during August and September",23,0.36,0.94,0.98,0.41
"Because of a drop in demand for flights, Ryanair have drastically cut the amount of flights",7,0.98,1.00,1.00,0.00
Increasingly climate-aware consumers and businesses were already starting to reduce air travel before the crisis,19,0.06,0.85,0.95,0.64
"Meanwhile, the airline has cut flights between the UK and the Republic of Ireland, because of Ireland's quarantine policy",35,0.08,0.88,0.91,0.73
"Because of a drop in demand for flights, Ryanair has drastically cut the number of flights",7,0.98,1.00,1.00,0.00
The rapid expansion of the aviation industry has boosted this market as the number of aircraft is increasing,28,0.07,0.90,0.92,0.82
"there has been a decrease in the intensity of flights, which leads to the degradation of aviation infrastructure",28,0.07,0.90,0.91,0.99
China has plans to increase the number of flights,27,0.04,0.81,0.91,0.64
"this year, the airline flew 810,317 passengers, while the number of flights operated by the airline fell 58 percent to 12,501 flights",35,0.08,0.88,0.94,0.70
Domestic flight capacity to be increased to 55-60% by DiwaliDetails,22,0.36,0.89,0.94,0.46
Flights on Domestic Routes Might Increase,35,0.08,0.88,0.94,0.66
"Air travel, however, remains severely impacted by the pandemic",0,0.08,0.86,0.97,0.62
"Meanwhile, TUI, Ryanair and easyJet have increased the number of flights they operate",27,0.04,0.81,0.93,0.79
China have any plans to increase the number of flights,27,0.04,0.81,0.91,0.64
"it plans to cut up to 1,000 flights between Ireland and the UK during August and September",30,0.11,0.86,0.90,0.80
"There has been an immense increase in air cargo demand, so airlines use passenger planes to fly it",4,0.09,0.86,0.92,0.79
"In particular, there has been a significant decrease in the number of domestic flights",28,0.07,0.90,0.93,0.92
"The airline has cut flights between the UK and the Republic of Ireland, because of Ireland's quarantine policy",35,0.08,0.88,0.91,0.73
freightThe pandemic hit air freight the worst,0,0.08,0.86,0.92,0.67
"Air travel within the United States fell 95% from the start of March until mid-April, when fewer than 100,000 people boarded airline planes on some days",26,0.04,0.77,0.93,0.52
"Despite an increase in flights in recent weeks, traffic at German airports is still down by about 85 per cent compared to levels seen before the crisis hit",16,0.01,0.90,0.91,0.92
"The national carrier has increased flights to Karachi, Lahore, Islamabad, Peshawar, and Quetta",35,0.08,0.88,0.95,0.59
"the Pakistan International Airlines (PIA) has decided to increase the number of its domestic flights,",22,0.36,0.89,0.94,0.46
"The existing aviation industry, which has most to gain from the SuperFan, would seem to be the natural partners",28,0.07,0.90,0.92,0.84
"There was growth in the market sectors Defense / Aviation, Industry and Medical Equipment",25,0.15,0.95,0.92,0.74
"Alitalia will increase number of flights in August, when the Airline will operate a total of over 1,600 flights per week",27,0.04,0.81,0.94,0.75
Air travel in the U.S. fell about 95% from the beginning of March until mid-April,26,0.04,0.77,0.95,0.73
A Recent Spike in COVID-19 Cases in Some States Has Lowered Demand for Air Travel,29,0.04,0.84,0.90,0.64
Brazilian airline GOL Linhas Aéreas Inteligentes S.A. (NYSE: GOL) (B3: GOLL4) has announced it increased its capacity to 120 flights,2,0.13,0.85,0.95,0.72
the airline increased its capacity to 120 flights,35,0.08,0.88,0.97,0.56
Spanish low-cost airline Vueling has decided to increase its offer of flights,35,0.08,0.88,0.95,0.79
when air traffic will return,16,0.01,0.90,0.92,0.81
the number of domestic flights has now increased,22,0.36,0.89,0.94,0.46
"There is a significant impact on demand for passenger travel, but during the pandemic the importance of airfreight has been crucial in enabling essential goods",17,0.03,0.85,0.93,0.75
"Right now we are seeing an incremental increase in total airport flights from June to July,"" airport spokesman Doug Myers said Wednesday",21,-0.01,0.82,0.90,0.86
"According to the analysis, the demand for air travel will eventually return with the airline industry's net income",29,0.04,0.84,0.92,0.98
the airline increased its network to 100 flights per day,35,0.08,0.88,0.97,0.56
"An IATA analysis shows similar drops in flights under full travel bans,",35,0.08,0.88,0.92,0.80
there was a reduction in air traffic and air pollution,28,0.07,0.90,0.93,0.84
Air travel within the United States fell about 95% from March,26,0.04,0.77,0.95,0.73
there was a big increase in international travel,16,0.01,0.90,0.92,0.92
plans to double its domestic flights,22,0.36,0.89,0.94,0.46
Some 70 flights to return to Lithuanian airports in July       VILNIUS,33,0.07,0.88,0.97,0.44
Airline's network will expand to more than 430 weekly flights to over 65 destinations by mid-July,3,0.09,0.81,0.90,0.80
Air travel has increased slowly since mid-April,26,0.04,0.77,0.95,0.73
We are delighted to gradually restart more and more flights and expand our offer on all airports from which we operate flights in Serbia,27,0.04,0.81,0.92,0.82
"Even if Boeing passes these tests with flying colors, demand for air travel will not increase until the pandemic slows down",29,0.04,0.84,0.91,0.67
An ongoing reduction in air travel would lead to lower greenhouse gas emissions,26,0.04,0.77,0.95,0.51
Airasia Berhad will increase their flights tremendously,7,0.98,1.00,1.00,0.00
"There could even be a structural decline in air traffic, and that would seriously hurt the company",28,0.07,0.90,0.95,0.67
"the airlines are steadily increasing the number of flights, with British Airways",4,0.09,0.86,0.93,0.83
Major airlines such as easyJet and Ryanair have increased their number of flights ahead of the announcement,35,0.08,0.88,0.94,0.65
Italian airline Alitalia will increase the number of flights between Rome and Milan,35,0.08,0.88,0.93,0.70
The airlines have slowly increased their flights,35,0.08,0.88,0.97,0.56
it is likely that the number of operational domestic flights will increase,25,0.15,0.95,0.98,0.72
Qantas is increasing its return Sydney-Melbourne flights,33,0.07,0.88,0.98,0.59
"on May 30, a ferry flight of the national carrier had taken off from Delhi for Moscow and returned after a crew member",6,0.05,0.78,0.90,0.95
Air Serbia will also increase the number of weekly flights linking Belgrade to Italy,7,0.98,1.00,1.00,0.00
"We see an increase in the number of terminal flights as international flights are being resumed,"" Oro Navigacija's acting CEO Marius Beliunas said",30,0.11,0.86,0.91,0.83
"Meanwhile, domestic flights at Muscat International Airport fell by 10.6 per cent to 2,182",22,0.36,0.89,0.94,0.46
"the number of domestic flights fell by 12.1 per cent to 1,386",22,0.36,0.89,0.94,0.46
"At the beginning of April, the Turkish government banned all international flights and greatly reduced domestic flights as part of emergency prevention measures",22,0.36,0.89,0.93,0.67
"Nasser Aqaei, the director of the Iran Airports and Air Navigation Company, said the discounts would go to the top eight airlines providing transit income as well as airlines boosting their flights by 20 percent",30,0.11,0.86,0.90,0.93
currently cargo transport capacity is on the rise due to the increase in cargo-only passenger flights,28,0.07,0.90,0.94,0.94
the growth in air travel has been limited,26,0.04,0.77,0.95,0.73
LOT Polish Airlines will expand its route network with international flights from July,3,0.09,0.81,0.91,0.67
"German airport operator Fraport plans to cut between 3,000 and 4,000 jobs due to the consequences of the coronavirus pandemic for the air transport market",0,0.08,0.86,0.91,0.97
Flights at the city’s two airports have already been cut,7,0.98,1.00,1.00,0.00
"Due to the Covid-19 pandemic, air traffic has decreased by more than 80% with the IAA sustaining a sharp drop in revenues since mid-March",0,0.08,0.86,0.92,0.65
By August airport leaders hope flight capacity will return to about 75 percent,33,0.07,0.88,0.94,0.70
Demand for domestic flights falls 91.0% in May,22,0.36,0.89,0.94,0.46
The number of domestic flights on offer is also slowly starting to increase,22,0.36,0.89,0.94,0.46
"Aviation has been one of the worst affected sectors since the pandemic began, with a 97 per cent reduction in passenger flights",17,0.03,0.85,0.92,0.73
multiple airlines have reduced the food and offerings during flights,12,0.11,0.86,0.90,0.67
"We are among the first in this part of the world to start flying again, we are gradually increasing the weekly number of flights, and we continue to adapt our flight schedule to the future development of the situation",4,0.09,0.86,0.90,0.80
A senior Iranian aviation official stated that flights to Turkey could return next week after almost three months of closure,33,0.07,0.88,0.95,0.59
Flights and passenger turnover at Hongqiao airport are expected to return,33,0.07,0.88,0.94,0.66
British Airways has also said it will cut flights,30,0.11,0.86,0.96,0.55
"EasyJet is also increasing services to Rhodes, Heraklion, Thessaloniki, Tenerife, Krakow and Porto to seven flights",7,0.98,1.00,1.00,0.00
The pandemic's impact on air travel will be with us for many years to come,17,0.03,0.85,0.91,0.97
Increasing number of aircraft fleet coupled with robustly expanding aviation industry are some of the key factors driving the growth of the aviation gas turbine market,24,0.11,0.82,0.93,0.66
Flag carrier Air Serbia plans to increase the number of weekly flights,35,0.08,0.88,0.95,0.57
"Air Serbia, the national airline of the Republic of Serbia, will increase the number of weekly flights to Zurich and Frankfurt due",35,0.08,0.88,0.95,0.60
This is due to the drop in air traffic demand in Scandinavia and globally,28,0.07,0.90,0.92,0.74
There has been constant growth in aviation industry,28,0.07,0.90,0.94,0.68
demand for outbound travel from the GCC is expected to return from August,10,0.10,0.85,0.91,0.99
The objective of this aviation dialogue is the ongoing further development and improvement of underlying conditions as a means of strengthening the flight hub at Vienna Airport,16,0.01,0.90,0.91,0.93
"To be sure, the company's stock has skyrocketed 53% since May 29 amid optimism about increasing air travel",25,0.15,0.95,0.93,0.99
"average passenger numbers are increasing by 4.4 per cent per year, though the pandemic is expected to halve air travel demand this year",0,0.08,0.86,0.90,0.87
"The airport plans to increase its activity to 20 daily flights by June 23,",7,0.98,1.00,1.00,0.00
The aviation expert said it could be up to three years before demand for air travel returned to pre-pandemic levels,16,0.01,0.90,0.91,0.85
Qantas shares rose 6.09 per cent to $4.44 after the carrier said Jetstar would increase the number of flights on domestic and regional routes in June and July,30,0.11,0.86,0.94,0.63
Qantas and Jetstar will increase domestic and regional flights by 300 per week,7,0.98,1.00,1.00,0.00
Rockhampton       Qantas and Jetstar will increase domestic and regional flights as travel restrictions around Australia ease,4,0.09,0.86,0.90,0.98
"The airline is boosting flights from New York City airports,",35,0.08,0.88,0.97,0.56
"runways as airlines cut thousands of flights,",35,0.08,0.88,0.94,0.63
"As travel restrictions start to ease across the country, Qantas and Jetstar will increase their domestic and regional flying for June and July",29,0.04,0.84,0.91,0.71
The airline will gradually increase the number of flights in the second,35,0.08,0.88,0.91,0.72
"China is set to increase the number of international flights arriving from countries such as Japan, Australia, Canada",22,0.36,0.89,0.90,0.55
Qantas to increase flights,7,0.98,1.00,1.00,0.00
two Emirates cargo flights returned to Dubai due to poor weather conditions,33,0.07,0.88,0.91,0.71
"As per the ICRA note, decline in air travel globally pursuant to spread of the pandemic and subsequent drastic precautionary measures undertaken by the Centre leading to pan India lockdown",0,0.08,0.86,0.91,0.78
"Meanwhile, Turkish Airlines is increasing the number of domestic flights this week",22,0.36,0.89,0.91,0.83
"The civil aviation industry of China has seen a sharp increase in scheduled cargo flights, said the Civil Aviation Administration of China",21,-0.01,0.82,0.91,0.69
"Air travel will not return to pre-Covid levels until 2023, according to the Minister for Transport",10,0.10,0.85,0.94,0.63
"The national carrier of the State of Qatar will also increase flights to Dublin, Milan",35,0.08,0.88,0.95,0.59
demand for air travel to return to 2019 levels before 2023,29,0.04,0.84,0.93,0.93
International flight returned 83 persons in a relief flight arranged by the government through Sydney,33,0.07,0.88,0.91,0.77
"Asiana Airlines said it would reconnect 27 out of 73 international routes, while increasing flights from 53 to 110 per week",30,0.11,0.86,0.92,0.70
"most of Marriott’s occupancy growth was from drive-to markets, which is in line with expectations that domestic local travel will return well before international travel",16,0.01,0.90,0.90,0.88
"A340-600s and 11 Airbus A320s, as well as five Boeing 747-400s as the pandemic severely impacts air travel",0,0.08,0.86,0.95,0.56
Airlines flying domestic routes significantly reduced flights across networks,12,0.11,0.86,0.94,0.57
"China will consider increasing flights on the condition that coronavirus cases are under control,"" Li Jian, deputy director of the Chinese Civil Aviation Administration (CAAC),",4,0.09,0.86,0.90,1.00
The airline plans to increase flights to 40 percent of its normal schedule from the start of July,35,0.08,0.88,0.93,0.66
that it has urged the Civil Aviation Ministry reduce the number of incoming flights from five states,19,0.06,0.85,0.92,0.70
Flights could increase by 50 percent says expert easyJet,30,0.11,0.86,0.96,0.79
Air travel dropped by more than 95 percent as the coronavirus spread across the U.S.,0,0.08,0.86,0.90,0.70
"To be sure, Lufthansa's total emissions will fall markedly this year due to the sudden stop in air travel",17,0.03,0.85,0.92,0.72
Flights could increase by 50 percent says expert [INTERVIEW]Ryanair,30,0.11,0.86,0.96,0.79
"In Europe, the industry is now forecasting a 55% drop in air travel",26,0.04,0.77,0.95,0.73
easyJet plans to increase its flight offering from June,7,0.98,1.00,1.00,0.00
Air travel declined by 96 percent,26,0.04,0.77,0.95,0.73
There was also an increase in air travel as people were eager to get out of their quarantine rut and attempt to return to life as usual,16,0.01,0.90,0.90,0.85
Airlines were set to increase flights by June,35,0.08,0.88,0.97,0.56
"air travel is rapidly increasing, as is the demand for aviation professionals and pilots",28,0.07,0.90,0.94,0.76
"Taking to Twitter, Civil Aviation Minister Hardeep Singh Puri said that with Andhra Pradesh and West Bengal scheduled to resume operations on Tuesday and Thursday, the number of flights and passengers will increase in the days",30,0.11,0.86,0.90,0.76
"Global travel has ground to a halt, with more than 65 airlines cutting about 95 per cent of flights in April and May",35,0.08,0.88,0.90,0.83
"As of March 17, Air Canada reduced its international flights between Canada and Europe by restricting service to London, Paris and Frankfurt",19,0.06,0.85,0.91,0.79
the demand for air travel has decreased,29,0.04,0.84,0.95,0.62
"Elsewhere, Italian airline Alitalia said yesterday it would increase its flights by 36 per cent next month",30,0.11,0.86,0.95,0.59
There was a sharp drop in air traffic in the region,28,0.07,0.90,0.93,0.79
"the number of long haul flights will be increased to two per week,"" the company said in a statement on Wednesday",21,-0.01,0.82,0.91,0.80
Qantas and Virgin Airlines began cutting flights and laying off staff,7,0.98,1.00,1.00,0.00
to what strategy would be best to reduce air travel,19,0.06,0.85,0.95,0.64
Many cuts will be in civil aerospace,25,0.15,0.95,0.97,0.61
Greece will allow international flights to return to its tourist resorts from July,33,0.07,0.88,0.90,0.80
"Flights to Europe and Japan will return to San Francisco International Airport in June, according to a statement from the airport",33,0.07,0.88,0.98,0.59
Travel bans have effectively cut available air cargo capacity from the east-west trades,29,0.04,0.84,0.91,0.63
United Airlines is cutting flights by 60%,7,0.98,1.00,1.00,0.00
"are proud to serve as the developer of this exciting and high-profile cargo infrastructure project which enhances the airport's air cargo sector with improved cargo processing efficiency,"" said Greg Russell, Vice President of Investments for Aeroterm",39,0.01,0.86,0.92,0.69
Much of the growth was in aviation and marine,28,0.07,0.90,0.91,0.75
Delta Airlines will increase flights to keep planes no more than 60% full                           Major US carrier Delta Air Lines will add flights to its service in a bid to keep planes no more than 60% full in July and maintain social distancing as demand for travel begins to climb,38,-0.03,0.80,0.91,0.72
"Budget airline Ryanair announced that it had cut more than 250 jobs across its offices in the UK, Ireland, Spain and Poland amid the collapse in demand for flights",2,0.13,0.85,0.92,0.57
"The increasing number of commercial aircraft, increasing volume of air traffic, and demand for safe aircraft are the major factors driving the commercial aircraft health monitoring systems market",28,0.07,0.90,0.95,0.83
"When Covid is under control, a new travel industry will emerge, with reduced business travel",16,0.01,0.90,0.91,0.83
there will be further growth in air travel from the 2020 low,25,0.15,0.95,0.98,0.51
"Ryanair are stepping up their flights from July, TUI the big travel company says",30,0.11,0.86,0.94,0.72
an exceptional EgyptAir flight as part of the country's efforts to return its nationals abroad,33,0.07,0.88,0.93,0.60
The airline is hoping to steadily increase its flights in the second half,35,0.08,0.88,0.91,0.72
"to drastically cut flights, about 1,000 people at the facility at Newark Liberty International Airport worked",7,0.98,1.00,1.00,0.00
"Though more and more carriers are preparing for the return of flights, Virgin Atlantic, like many of the world's airlines, are not out of the woods",4,0.09,0.86,0.92,0.80
"International flights from North America dropped over 50% compared to March last year, according to the International Air Transport Association",22,0.36,0.89,0.90,0.55
The airline company's flights have been reduced to only 5% of its normal service,12,0.11,0.86,0.93,0.63
"air travel has fallen by 90 per cent, according to the International Air Transport Association",26,0.04,0.77,0.95,0.73
Airlines have shut down or substantially cut the number of flights from Australia to the US for human passengers and the pet owners say,30,0.11,0.86,0.93,0.85
"On Thursday, an Air India flight from Abu Dhabi to Kochi brought back 181 people while another Air India flight from Dubai to Kozhikode returned with 182 passengers",33,0.07,0.88,0.91,0.82
Airlines have severely cut back flights,35,0.08,0.88,0.97,0.56
"during lockdown periods, creating a surge in international travel when restrictions are",16,0.01,0.90,0.92,0.94
"Since then, the airline has been aggressively expanding this pre-cleaning procedure to flights across the world",3,0.09,0.81,0.92,0.69
the demand on air travel may well be permanently reduced,19,0.06,0.85,0.95,0.64
", however, focusing on the early return of the Kannadigas who have been stranded in various countries since March 23 when international flights were",16,0.01,0.90,0.93,0.93
There was an above-average decline in air transport services,28,0.07,0.90,0.96,0.64
It is now clear that the impact of the pandemic on air travel will stretch far longer than September 30th,17,0.03,0.85,0.91,0.93
Significant growth in the aviation and aerospace industries is among the key factors driving the growth of the market,24,0.11,0.82,0.90,0.74
"The pandemic's impact on the aviation industry has been dramatic, with passenger traffic falling more than 90 percent as social distancing and stay-at-home orders remain in effect",17,0.03,0.85,0.90,0.78
Many of those same airlines are cutting their flight capacity,35,0.08,0.88,0.97,0.56
The fall in air traffic then was much smaller than what we are seeing now,25,0.15,0.95,0.92,0.97
air travel fell 96 percent,26,0.04,0.77,0.95,0.73
there has been precipitous decline in Canadian air traffic and revenues,25,0.15,0.95,0.96,0.68
"long haul passenger flights is critical for the UK's supply chain, exports,",39,0.01,0.86,0.91,0.78
On May 1 Nok Air will increase its daily flights,7,0.98,1.00,1.00,0.00
"as increasing military expenditure, increasing air traffic, rising demand for air transportation worldwide are driving the market growth",24,0.11,0.82,0.90,0.94
The Irish flag carrier has cut its number of flights by 90%,35,0.08,0.88,0.95,0.74
Lufthansa plans to increase the number of flights,7,0.98,1.00,1.00,0.00
